TransactionID,CustomerID,TransactionDate,TransactionAmount,ProductCategory
T100310,C10036,2025-08-31,58.23,Clothing
T103521,C10542,2026-03-23,13.77,Beauty & Personal Care
T101131,C10169,2026-02-06,33.76,Clothing
T106478,C10984,2025-12-20,101.91,Home & Kitchen
T104111,C10623,2026-05-14,29.1,Clothing
T102769,C10425,2026-02-07,35.33,Electronics
T100920,C10140,2025-07-28,314.16,Electronics
T103587,C10555,2025-06-06,40.88,Groceries
T103959,C10603,2026-03-02,24.91,Beauty & Personal Care
T100038,C10011,2025-12-15,43.24,Clothing
T104459,C10690,2025-09-04,70.14,Clothing
T104278,C10649,2026-03-05,25.23,Clothing
T102983,C10462,2025-11-18,101.69,Groceries
T106567,C10998,2026-04-04,194.21,Groceries
T102667,C10411,2026-01-24,90.1,Groceries
T103223,C10494,2025-09-14,31.86,Beauty & Personal Care
T101182,C10181,2025-08-20,66.53,Clothing
T100614,C10085,2026-04-05,109.06,Beauty & Personal Care
T106459,C10982,2025-12-25,44.8,Electronics
T101466,C10229,2025-10-06,83.19,Electronics
T104497,C10692,2025-10-20,82.07,Clothing
T103042,C10468,2025-11-21,131.69,Beauty & Personal Care
T100934,C10140,2025-08-13,282.48,Books
T102419,C10373,2026-05-31,77.16,Home & Kitchen
T105085,C10777,2025-06-12,401.32,Clothing
T105928,C10898,2025-07-17,105.58,Electronics
T105318,C10812,2026-03-25,21.35,Home & Kitchen
T104822,C10747,2026-01-14,38.96,Home & Kitchen
T100826,C10125,2026-02-03,43.17,Electronics
T101521,C10236,2025-09-08,278.83,Home & Kitchen
T102930,C10452,2026-01-26,36.65,Clothing
T104232,C10644,2026-04-06,145.32,Home & Kitchen
T100628,C10088,2026-03-04,30.51,Beauty & Personal Care
T104430,C10683,2026-02-18,17.66,Clothing
T103853,C10588,2025-09-15,32.07,Books
T100390,C10050,2026-01-15,36.47,Home & Kitchen
T104345,C10665,2026-02-21,31.22,Home & Kitchen
T106412,C10972,2026-01-25,219.23,Groceries
T103990,C10606,2025-09-05,39.63,Books
T100400,C10051,2026-02-09,188.92,Books
T104806,C10744,2025-12-14,19.86,Clothing
T105302,C10810,2025-06-17,293.52,Clothing
T103359,C10516,2025-09-07,68.65,Clothing
T100046,C10013,2025-08-31,101.4,Home & Kitchen
T106309,C10961,2026-04-06,57.12,Home & Kitchen
T106483,C10985,2025-07-22,65.18,Electronics
T103642,C10558,2026-01-14,260.84,Groceries
T103726,C10571,2025-06-16,349.83,Home & Kitchen
T106384,C10969,2026-03-21,21.87,Groceries
T102421,C10373,2026-04-02,114.6,Home & Kitchen
T101750,C10271,2026-03-01,37.89,Clothing
T106358,C10966,2025-09-26,70.02,Electronics
T105379,C10822,2025-11-23,280.58,Clothing
T104062,C10616,2025-06-09,128.27,Home & Kitchen
T100338,C10042,2025-09-10,97.44,Clothing
T100215,C10028,2026-03-08,314.35,Clothing
T103663,C10562,2025-09-12,68.86,Clothing
T101341,C10213,2026-03-30,251.29,Electronics
T106008,C10912,2025-09-23,109.82,Groceries
T103894,C10594,2025-07-24,24.39,Groceries
T103640,C10558,2025-06-20,285.49,Clothing
T100329,C10039,2025-07-01,105.97,Groceries
T105162,C10793,2026-04-23,25.72,Beauty & Personal Care
T103004,C10466,2026-01-23,112.76,Electronics
T106282,C10954,2026-05-31,303.17,Home & Kitchen
T103115,C10480,2026-05-27,21.64,Clothing
T106361,C10966,2025-10-07,225.35,Electronics
T102322,C10351,2025-10-19,41.9,Clothing
T104197,C10640,2026-05-16,250.95,Clothing
T103549,C10549,2026-02-13,39.36,Groceries
T101458,C10227,2025-12-31,71.67,Groceries
T100171,C10026,2026-03-23,126.48,Electronics
T104203,C10640,2025-11-06,280.74,Home & Kitchen
T105498,C10844,2025-06-18,61.96,Beauty & Personal Care
T103569,C10553,2025-12-06,118.08,Electronics
T104226,C10644,2026-04-25,269.3,Home & Kitchen
T105356,C10818,2025-10-13,62.13,Home & Kitchen
T105410,C10827,2026-01-26,89.51,Groceries
T100938,C10141,2026-01-05,25.23,Home & Kitchen
T100060,C10015,2026-02-26,281.55,Beauty & Personal Care
T101240,C10193,2026-05-08,242.96,Groceries
T105136,C10785,2025-06-06,105.41,Home & Kitchen
T105487,C10843,2025-10-07,109.64,Electronics
T102120,C10325,2026-05-07,457.03,Clothing
T101524,C10236,2025-08-17,231.11,Electronics
T100153,C10024,2025-11-18,111.91,Groceries
T100481,C10060,2026-01-01,296.0,Home & Kitchen
T104460,C10690,2026-01-20,78.04,Electronics
T103920,C10600,2026-01-04,126.33,Groceries
T101762,C10272,2026-04-27,345.68,Beauty & Personal Care
T100750,C10109,2026-02-21,82.22,Beauty & Personal Care
T101785,C10274,2025-11-04,76.6,Home & Kitchen
T104501,C10693,2025-06-05,47.02,Home & Kitchen
T104853,C10750,2025-09-29,227.77,Groceries
T102711,C10419,2025-11-04,413.65,Electronics
T105304,C10810,2026-02-15,237.76,Electronics
T104193,C10639,2026-04-08,48.79,Groceries
T101333,C10213,2026-05-03,325.68,Clothing
T105845,C10889,2026-05-15,20.47,Home & Kitchen
T102854,C10436,2025-12-06,101.5,Electronics
T100186,C10027,2026-03-08,240.84,Beauty & Personal Care
T101136,C10171,2025-12-30,49.86,Groceries
T102058,C10313,2026-05-15,102.97,Books
T105500,C10845,2025-11-24,33.03,Electronics
T100148,C10023,2026-05-08,44.58,Electronics
T104124,C10625,2026-01-04,325.27,Home & Kitchen
T104889,C10757,2026-02-25,266.95,Electronics
T103363,C10519,2026-02-08,88.48,Books
T104788,C10743,2025-11-20,79.7,Home & Kitchen
T102866,C10438,2026-04-26,41.3,Books
T103776,C10576,2026-03-22,100.37,Groceries
T101386,C10216,2025-12-10,70.21,Electronics
T106213,C10944,2025-12-06,31.66,Groceries
T105433,C10832,2025-06-14,63.0,Electronics
T103629,C10558,2026-03-27,278.7,Clothing
T105911,C10895,2026-03-10,158.7,Electronics
T104797,C10743,2026-02-16,86.75,Electronics
T103028,C10467,2025-12-21,291.69,Groceries
T102969,C10458,2025-08-14,343.89,Clothing
T105706,C10867,2025-07-20,211.08,Beauty & Personal Care
T101708,C10265,2026-02-22,52.38,Electronics
T102953,C10458,2026-03-25,406.44,Books
T100454,C10058,2025-12-05,248.83,Home & Kitchen
T100609,C10085,2026-04-28,94.81,Clothing
T104263,C10647,2026-05-12,212.8,Clothing
T104826,C10748,2025-07-15,106.35,Beauty & Personal Care
T105567,C10851,2025-07-16,112.89,Books
T102074,C10318,2026-01-11,36.08,Groceries
T104052,C10614,2025-10-06,36.57,Books
T105781,C10878,2026-03-12,46.24,Beauty & Personal Care
T101622,C10252,2026-02-11,43.63,Clothing
T104683,C10724,2025-12-08,20.65,Groceries
T105751,C10873,2025-09-04,75.82,Beauty & Personal Care
T100040,C10011,2026-03-11,74.24,Beauty & Personal Care
T102089,C10322,2026-03-03,91.03,Beauty & Personal Care
T103924,C10600,2026-05-24,94.56,Electronics
T102175,C10329,2025-08-09,139.61,Home & Kitchen
T100074,C10015,2025-11-17,174.52,Electronics
T105252,C10802,2025-07-06,57.69,Electronics
T106491,C10986,2026-03-20,204.2,Electronics
T102657,C10407,2026-03-21,68.54,Beauty & Personal Care
T103180,C10486,2026-02-13,25.13,Electronics
T102076,C10318,2025-12-01,42.24,Groceries
T100441,C10057,2026-02-10,42.16,Beauty & Personal Care
T102051,C10312,2026-01-27,42.4,Electronics
T102541,C10387,2025-07-08,70.51,Clothing
T101301,C10209,2025-08-11,23.02,Electronics
T103430,C10528,2026-05-03,32.86,Groceries
T101304,C10209,2025-12-23,20.74,Clothing
T100236,C10028,2025-10-31,175.15,Groceries
T105472,C10841,2025-09-23,13.58,Electronics
T102599,C10398,2025-08-26,61.92,Groceries
T104616,C10707,2025-10-25,32.06,Clothing
T102573,C10394,2025-07-03,29.43,Groceries
T103280,C10502,2026-01-18,10.75,Books
T103186,C10488,2026-05-28,85.83,Electronics
T103953,C10602,2026-02-07,282.67,Electronics
T102768,C10425,2025-12-13,33.73,Clothing
T104831,C10748,2025-11-15,87.28,Electronics
T104223,C10644,2025-07-08,234.79,Clothing
T102106,C10325,2026-05-29,291.37,Electronics
T102679,C10412,2026-05-12,77.9,Clothing
T102761,C10424,2026-01-30,86.16,Books
T104688,C10725,2026-03-29,87.02,Clothing
T101387,C10216,2026-02-01,74.11,Groceries
T106219,C10944,2026-05-07,71.78,Clothing
T105945,C10901,2025-09-20,73.8,Clothing
T106347,C10965,2025-12-02,103.39,Clothing
T105000,C10770,2025-09-18,273.97,Groceries
T101279,C10202,2025-09-27,51.6,Beauty & Personal Care
T105861,C10891,2026-01-15,119.58,Home & Kitchen
T106446,C10979,2026-02-03,19.14,Groceries
T101555,C10243,2025-06-25,91.15,Groceries
T105940,C10901,2025-11-12,41.48,Groceries
T103190,C10488,2025-07-23,97.63,Beauty & Personal Care
T104566,C10701,2026-01-08,321.12,Electronics
T104802,C10743,2026-03-29,114.44,Clothing
T106165,C10935,2025-07-20,28.2,Books
T104841,C10750,2025-09-21,224.11,Groceries
T103594,C10556,2025-11-05,92.33,Clothing
T101920,C10295,2026-03-28,72.88,Beauty & Personal Care
T100513,C10068,2026-03-27,12.43,Home & Kitchen
T104177,C10637,2025-11-09,65.87,Electronics
T101308,C10210,2026-04-27,101.23,Clothing
T100914,C10140,2025-06-12,255.72,Books
T103452,C10531,2025-12-02,195.3,Electronics
T103695,C10566,2026-05-15,264.13,Electronics
T104242,C10645,2026-05-17,252.15,Clothing
T103156,C10484,2026-03-11,142.19,Electronics
T102198,C10334,2026-02-25,82.08,Electronics
T100774,C10113,2026-01-17,33.56,Clothing
T104425,C10681,2026-03-30,19.55,Groceries
T100943,C10143,2025-09-24,37.14,Clothing
T100822,C10124,2025-11-08,56.44,Books
T105005,C10770,2025-06-03,231.44,Home & Kitchen
T104277,C10648,2026-04-29,31.15,Books
T100164,C10025,2026-02-16,77.83,Clothing
T104547,C10700,2026-03-27,84.8,Groceries
T103983,C10605,2025-10-05,63.26,Groceries
T102538,C10387,2025-10-20,70.7,Groceries
T106274,C10954,2025-11-19,237.01,Home & Kitchen
T101311,C10211,2026-03-21,232.81,Clothing
T105207,C10797,2025-10-24,60.65,Home & Kitchen
T105972,C10904,2025-08-17,88.11,Home & Kitchen
T105474,C10842,2026-03-02,335.57,Clothing
T106100,C10923,2025-12-13,145.37,Groceries
T103300,C10504,2026-02-28,88.74,Electronics
T103310,C10509,2025-12-17,14.53,Electronics
T100327,C10039,2026-03-29,108.42,Books
T102490,C10380,2026-02-04,53.48,Electronics
T106158,C10934,2026-04-26,82.77,Home & Kitchen
T104408,C10677,2025-11-03,21.03,Electronics
T100832,C10127,2025-12-20,18.61,Beauty & Personal Care
T103079,C10473,2026-01-18,31.58,Clothing
T103462,C10531,2025-07-27,209.52,Clothing
T105752,C10873,2026-05-31,115.18,Clothing
T100054,C10013,2025-06-10,123.78,Electronics
T104064,C10616,2026-05-19,126.23,Clothing
T103451,C10531,2026-04-20,138.93,Home & Kitchen
T101901,C10291,2025-09-27,83.41,Groceries
T101481,C10230,2025-09-14,252.87,Clothing
T104873,C10753,2026-01-04,40.44,Clothing
T104895,C10757,2025-08-03,234.66,Beauty & Personal Care
T104150,C10630,2025-12-31,18.94,Electronics
T103335,C10514,2026-03-16,216.97,Electronics
T104926,C10762,2025-11-20,74.68,Beauty & Personal Care
T100946,C10144,2025-08-08,82.0,Clothing
T103293,C10504,2025-08-03,88.73,Groceries
T102161,C10328,2025-12-13,278.03,Electronics
T106368,C10966,2025-07-18,128.07,Groceries
T105083,C10777,2025-11-04,231.62,Electronics
T105561,C10851,2025-10-09,102.12,Electronics
T103057,C10471,2025-11-30,180.33,Books
T100768,C10112,2025-09-13,79.11,Clothing
T106180,C10939,2025-06-14,123.08,Clothing
T103495,C10536,2026-02-18,307.74,Groceries
T100285,C10033,2026-01-24,196.78,Home & Kitchen
T106502,C10988,2026-02-10,21.91,Groceries
T104524,C10696,2025-12-31,260.59,Home & Kitchen
T105840,C10887,2026-03-05,33.24,Groceries
T102332,C10354,2025-09-28,22.19,Groceries
T102717,C10419,2025-08-22,381.29,Groceries
T102079,C10320,2025-11-13,18.44,Groceries
T103389,C10522,2026-01-03,352.79,Books
T100722,C10106,2025-10-25,52.1,Groceries
T100951,C10144,2025-09-06,110.17,Electronics
T105721,C10867,2026-05-04,248.5,Home & Kitchen
T102262,C10340,2026-01-21,336.85,Beauty & Personal Care
T100989,C10149,2026-04-12,349.51,Books
T103212,C10493,2025-06-19,78.7,Groceries
T101759,C10272,2026-03-08,407.65,Books
T105961,C10903,2025-08-27,123.46,Electronics
T104422,C10679,2025-09-14,107.05,Groceries
T101724,C10266,2025-12-09,135.03,Home & Kitchen
T105182,C10795,2026-05-03,291.87,Electronics
T100341,C10042,2025-08-12,94.9,Electronics
T103701,C10566,2026-03-28,352.51,Books
T104243,C10645,2025-10-08,316.58,Groceries
T100688,C10102,2025-11-30,26.15,Beauty & Personal Care
T103432,C10530,2025-11-22,104.95,Electronics
T105203,C10797,2026-04-16,79.8,Home & Kitchen
T104944,C10766,2026-04-11,107.57,Beauty & Personal Care
T100966,C10145,2025-11-05,52.39,Clothing
T106208,C10943,2025-07-30,194.67,Electronics
T102203,C10335,2026-05-06,28.34,Beauty & Personal Care
T102713,C10419,2025-12-08,267.06,Books
T104757,C10735,2025-09-23,91.94,Home & Kitchen
T105098,C10777,2025-08-25,246.74,Books
T105782,C10878,2025-09-11,63.37,Electronics
T106010,C10912,2026-04-14,91.83,Home & Kitchen
T105280,C10808,2026-04-08,97.07,Clothing
T103572,C10553,2025-08-24,109.34,Clothing
T104805,C10743,2026-03-16,104.42,Home & Kitchen
T105299,C10810,2025-06-07,264.57,Beauty & Personal Care
T101990,C10303,2025-07-07,81.51,Electronics
T104120,C10625,2025-10-21,279.5,Electronics
T104759,C10735,2026-01-01,83.56,Home & Kitchen
T106239,C10949,2025-07-05,95.43,Home & Kitchen
T105298,C10810,2026-03-19,285.44,Books
T105736,C10872,2025-10-26,77.04,Groceries
T104971,C10768,2025-10-13,267.0,Home & Kitchen
T106230,C10948,2026-02-27,55.04,Electronics
T105034,C10774,2026-01-14,274.9,Electronics
T103600,C10557,2026-05-15,274.7,Groceries
T105995,C10910,2025-11-12,106.68,Groceries
T106551,C10997,2025-12-31,22.12,Books
T105412,C10827,2026-05-17,85.95,Clothing
T100385,C10049,2025-08-09,302.38,Beauty & Personal Care
T106372,C10966,2025-08-25,225.06,Clothing
T105997,C10910,2025-09-26,85.85,Groceries
T100536,C10074,2026-04-08,85.53,Books
T106130,C10927,2025-06-25,88.07,Clothing
T105032,C10774,2026-02-12,275.66,Electronics
T104212,C10643,2026-04-14,31.02,Books
T103507,C10536,2025-12-02,207.93,Electronics
T100201,C10027,2026-04-09,245.22,Beauty & Personal Care
T101332,C10213,2025-08-21,240.47,Electronics
T103502,C10536,2025-07-13,213.24,Clothing
T102708,C10419,2026-05-07,319.46,Groceries
T105031,C10774,2025-07-04,301.83,Electronics
T104662,C10717,2026-03-09,42.8,Electronics
T104021,C10612,2025-08-18,190.19,Electronics
T101854,C10284,2026-02-28,295.38,Home & Kitchen
T105870,C10892,2025-10-06,65.38,Books
T102872,C10441,2026-05-14,16.04,Clothing
T103030,C10467,2026-01-03,192.76,Groceries
T101205,C10187,2025-07-22,77.01,Electronics
T101645,C10256,2026-01-17,62.84,Home & Kitchen
T103417,C10525,2026-01-19,92.17,Home & Kitchen
T103476,C10534,2025-07-12,119.93,Groceries
T102861,C10438,2026-04-01,61.14,Beauty & Personal Care
T101792,C10277,2026-03-10,93.75,Clothing
T103797,C10579,2025-08-14,103.41,Groceries
T103368,C10519,2026-02-08,114.81,Electronics
T103367,C10519,2025-10-21,111.47,Home & Kitchen
T103533,C10545,2025-07-26,283.72,Clothing
T106306,C10961,2026-04-16,44.53,Groceries
T105109,C10779,2025-10-04,17.82,Electronics
T103449,C10531,2026-03-12,181.01,Electronics
T100603,C10083,2025-11-23,97.32,Books
T103056,C10471,2026-02-09,142.33,Electronics
T105711,C10867,2026-01-14,110.58,Electronics
T100126,C10020,2026-05-01,212.62,Home & Kitchen
T103876,C10591,2026-01-03,332.74,Electronics
T102935,C10453,2026-01-09,128.17,Clothing
T104451,C10688,2025-12-25,73.65,Clothing
T103531,C10545,2025-12-18,438.56,Electronics
T102730,C10420,2026-02-11,127.14,Groceries
T100827,C10126,2025-10-31,19.13,Groceries
T101639,C10256,2025-08-01,40.4,Books
T100984,C10149,2026-04-19,347.98,Clothing
T103281,C10503,2026-04-07,100.52,Electronics
T106542,C10996,2026-02-14,43.97,Clothing
T102188,C10332,2025-06-28,16.22,Clothing
T106052,C10918,2025-06-29,64.84,Groceries
T102443,C10375,2025-06-01,330.87,Groceries
T100362,C10046,2025-12-23,79.51,Beauty & Personal Care
T102349,C10357,2026-01-23,73.01,Groceries
T100345,C10044,2026-02-08,31.17,Clothing
T100814,C10122,2025-12-12,108.76,Electronics
T104807,C10744,2025-08-31,26.82,Books
T103205,C10490,2025-09-25,22.43,Electronics
T105454,C10836,2025-10-19,122.33,Groceries
T106304,C10960,2026-05-18,9.09,Clothing
T103325,C10513,2026-03-03,75.4,Books
T104106,C10622,2025-10-23,75.1,Clothing
T102116,C10325,2026-03-13,324.97,Groceries
T101834,C10283,2025-08-25,81.33,Clothing
T100793,C10120,2025-09-10,64.32,Groceries
T106511,C10990,2025-06-19,88.31,Electronics
T102674,C10412,2026-04-10,66.73,Home & Kitchen
T100094,C10016,2025-09-30,151.91,Electronics
T104225,C10644,2025-11-26,201.86,Home & Kitchen
T103756,C10575,2026-05-31,95.61,Electronics
T102891,C10444,2025-12-18,71.12,Clothing
T102371,C10361,2025-07-21,53.19,Beauty & Personal Care
T105439,C10833,2025-08-29,32.41,Home & Kitchen
T105817,C10882,2026-04-27,74.86,Clothing
T103228,C10495,2026-03-03,108.21,Clothing
T106178,C10939,2025-11-27,132.49,Books
T102853,C10436,2026-01-30,86.54,Books
T106083,C10921,2026-05-12,217.17,Clothing
T102912,C10448,2026-02-10,55.03,Home & Kitchen
T101865,C10286,2026-03-06,38.83,Clothing
T104612,C10706,2025-06-16,77.96,Books
T101857,C10285,2026-05-14,33.53,Groceries
T102645,C10405,2025-10-22,14.89,Electronics
T102243,C10339,2025-10-19,16.28,Electronics
T105373,C10821,2026-03-31,19.47,Home & Kitchen
T102336,C10355,2025-11-18,105.48,Clothing
T100950,C10144,2025-07-18,101.27,Home & Kitchen
T103068,C10471,2026-03-20,181.38,Electronics
T101120,C10167,2025-12-16,101.22,Groceries
T102597,C10398,2025-07-03,72.46,Electronics
T102204,C10335,2026-05-04,30.03,Clothing
T100419,C10054,2025-06-24,245.83,Clothing
T100922,C10140,2025-06-09,267.13,Clothing
T101254,C10198,2025-06-19,48.75,Home & Kitchen
T100477,C10060,2025-09-29,359.34,Beauty & Personal Care
T102035,C10311,2025-07-06,116.17,Electronics
T106048,C10918,2026-03-08,50.11,Beauty & Personal Care
T101202,C10187,2025-08-17,78.24,Books
T102626,C10404,2025-08-30,324.7,Electronics
T106480,C10984,2025-09-29,115.97,Clothing
T101970,C10301,2025-11-01,344.37,Clothing
T103110,C10479,2026-03-19,87.61,Beauty & Personal Care
T104018,C10611,2025-07-21,56.53,Electronics
T102151,C10328,2025-07-19,348.77,Home & Kitchen
T103687,C10564,2026-01-10,22.15,Books
T104916,C10760,2025-12-21,93.08,Groceries
T101997,C10305,2026-05-05,23.01,Clothing
T104033,C10612,2026-03-17,119.42,Electronics
T106450,C10981,2026-03-08,96.94,Beauty & Personal Care
T103054,C10471,2025-10-12,256.86,Electronics
T101248,C10194,2026-01-06,38.16,Clothing
T102192,C10333,2025-06-12,132.49,Clothing
T102712,C10419,2025-10-12,362.02,Clothing
T100992,C10149,2025-12-28,335.8,Electronics
T102190,C10333,2026-05-22,78.15,Beauty & Personal Care
T104670,C10721,2025-12-21,28.75,Home & Kitchen
T105142,C10785,2026-01-29,113.72,Groceries
T103762,C10576,2026-02-02,151.28,Groceries
T103597,C10556,2025-10-06,88.54,Clothing
T104711,C10729,2026-03-20,277.69,Clothing
T101318,C10211,2026-04-12,161.44,Clothing
T101863,C10286,2026-01-31,37.54,Groceries
T102343,C10356,2026-04-12,34.1,Books
T102449,C10375,2025-12-25,261.85,Clothing
T102136,C10326,2026-04-02,102.22,Electronics
T101065,C10158,2025-08-09,216.84,Clothing
T106528,C10994,2025-11-09,89.79,Books
T104227,C10644,2026-01-25,196.85,Electronics
T102621,C10404,2025-12-04,293.98,Clothing
T100077,C10015,2025-08-07,290.56,Groceries
T102898,C10445,2026-04-17,82.7,Clothing
T104820,C10747,2025-10-23,49.27,Books
T101314,C10211,2025-08-28,192.44,Clothing
T106296,C10959,2026-04-18,66.73,Books
T100872,C10132,2025-10-06,190.65,Electronics
T103850,C10587,2026-03-12,61.64,Beauty & Personal Care
T105468,C10839,2025-06-15,92.29,Groceries
T106290,C10956,2025-08-14,25.04,Clothing
T102965,C10458,2025-12-09,317.44,Groceries
T103391,C10522,2025-11-16,305.7,Clothing
T105415,C10828,2026-03-22,44.9,Clothing
T102560,C10392,2025-12-01,13.57,Clothing
T106441,C10978,2025-08-08,56.71,Electronics
T102635,C10404,2025-09-30,308.1,Groceries
T105256,C10802,2025-07-07,58.5,Groceries
T103530,C10545,2025-12-13,420.55,Clothing
T100375,C10049,2025-09-24,256.49,Books
T101908,C10293,2026-03-14,72.27,Books
T104429,C10683,2026-01-18,24.15,Beauty & Personal Care
T105679,C10861,2026-05-15,270.65,Home & Kitchen
T106403,C10972,2025-11-09,334.63,Home & Kitchen
T104027,C10612,2025-07-05,248.39,Home & Kitchen
T101604,C10250,2025-09-23,288.29,Books
T101118,C10167,2026-02-06,87.66,Home & Kitchen
T103677,C10563,2025-11-18,224.25,Electronics
T103490,C10536,2025-12-09,194.63,Clothing
T106554,C10998,2025-11-01,189.85,Beauty & Personal Care
T102958,C10458,2026-03-27,387.17,Groceries
T101994,C10304,2025-12-03,38.07,Groceries
T106523,C10993,2025-10-08,44.27,Clothing
T105704,C10867,2026-02-11,145.23,Electronics
T102376,C10362,2026-04-01,44.85,Beauty & Personal Care
T101342,C10213,2026-05-25,272.99,Clothing
T100320,C10038,2026-05-18,57.61,Electronics
T101619,C10251,2026-03-09,49.85,Groceries
T103713,C10567,2025-12-21,32.24,Groceries
T106013,C10912,2025-11-08,109.13,Groceries
T102060,C10313,2025-06-22,111.8,Groceries
T102219,C10336,2026-02-12,333.2,Clothing
T101673,C10259,2026-05-12,152.05,Groceries
T100260,C10031,2025-10-10,237.18,Groceries
T105846,C10889,2025-08-19,37.84,Groceries
T102039,C10311,2026-02-07,48.24,Electronics
T104785,C10743,2026-05-23,168.94,Home & Kitchen
T100901,C10138,2026-01-03,84.47,Clothing
T103744,C10572,2025-08-02,57.32,Beauty & Personal Care
T102026,C10309,2026-04-02,338.79,Clothing
T104234,C10644,2025-07-29,97.71,Clothing
T101917,C10295,2026-03-16,93.25,Home & Kitchen
T101828,C10283,2025-08-22,89.03,Groceries
T101573,C10248,2025-10-30,154.99,Clothing
T104415,C10679,2026-01-31,97.35,Groceries
T104749,C10732,2025-10-29,25.54,Groceries
T105760,C10875,2025-08-12,16.49,Home & Kitchen
T104654,C10716,2025-11-03,113.8,Groceries
T104208,C10641,2026-01-22,16.09,Clothing
T104627,C10708,2026-03-20,87.84,Beauty & Personal Care
T100224,C10028,2025-11-11,252.81,Beauty & Personal Care
T100723,C10107,2025-07-08,220.46,Home & Kitchen
T105891,C10895,2025-06-13,198.81,Home & Kitchen
T101141,C10173,2025-07-28,26.92,Home & Kitchen
T105529,C10848,2025-08-24,230.04,Groceries
T105554,C10849,2025-11-15,213.16,Electronics
T106238,C10949,2026-02-17,78.69,Electronics
T102762,C10424,2026-02-24,111.65,Books
T100846,C10128,2025-08-10,229.64,Electronics
T104289,C10652,2025-06-17,40.53,Groceries
T105560,C10851,2025-06-21,86.83,Clothing
T105042,C10774,2026-01-24,230.59,Electronics
T102551,C10390,2026-02-10,6.16,Electronics
T102928,C10451,2026-03-08,28.89,Electronics
T100117,C10018,2025-12-20,15.28,Electronics
T100645,C10093,2025-10-24,30.27,Electronics
T100003,C10001,2026-01-03,117.34,Electronics
T104170,C10636,2025-10-23,25.38,Electronics
T100467,C10060,2025-09-28,381.66,Home & Kitchen
T100005,C10002,2026-04-29,30.67,Groceries
T105342,C10815,2025-07-04,11.38,Groceries
T100919,C10140,2025-08-19,270.18,Clothing
T102595,C10398,2025-09-18,35.59,Groceries
T104324,C10661,2026-05-04,84.79,Electronics
T101063,C10158,2026-01-07,185.84,Beauty & Personal Care
T102590,C10396,2025-07-03,124.97,Beauty & Personal Care
T100242,C10029,2026-01-26,86.87,Books
T105712,C10867,2025-06-20,205.23,Books
T101160,C10178,2025-08-04,20.64,Groceries
T102870,C10439,2025-09-27,41.44,Groceries
T103735,C10571,2026-01-29,318.89,Groceries
T102397,C10368,2025-07-18,71.92,Beauty & Personal Care
T103517,C10541,2026-01-23,38.8,Clothing
T103421,C10525,2025-09-08,87.9,Books
T102563,C10393,2025-11-22,85.91,Electronics
T101605,C10250,2026-05-09,264.76,Beauty & Personal Care
T106343,C10964,2026-01-27,83.92,Books
T102324,C10352,2026-03-20,35.85,Groceries
T102709,C10419,2026-03-08,415.2,Clothing
T105766,C10876,2025-06-06,115.81,Clothing
T101312,C10211,2025-12-20,261.43,Home & Kitchen
T103448,C10531,2025-07-08,182.3,Clothing
T103812,C10580,2026-03-08,303.59,Clothing
T106113,C10924,2026-03-24,24.29,Groceries
T102362,C10360,2025-12-08,38.41,Home & Kitchen
T101975,C10301,2026-04-19,295.27,Electronics
T103514,C10539,2025-06-07,40.67,Home & Kitchen
T101761,C10272,2025-11-24,379.01,Clothing
T105401,C10826,2026-03-17,36.96,Clothing
T102739,C10422,2025-12-23,331.52,Groceries
T106121,C10925,2025-06-23,56.01,Groceries
T102472,C10377,2025-07-11,45.0,Electronics
T104007,C10610,2025-07-28,57.67,Electronics
T104718,C10729,2025-08-31,284.21,Clothing
T101493,C10230,2026-04-16,280.73,Clothing
T104206,C10640,2025-10-30,353.93,Electronics
T102158,C10328,2025-09-25,329.78,Groceries
T101169,C10179,2025-12-06,71.33,Home & Kitchen
T105932,C10898,2026-02-27,89.4,Electronics
T100232,C10028,2026-03-27,278.68,Books
T100066,C10015,2026-01-11,301.91,Beauty & Personal Care
T101603,C10250,2026-03-23,272.47,Groceries
T103283,C10503,2026-01-22,113.21,Groceries
T103596,C10556,2025-12-11,58.84,Groceries
T104632,C10711,2026-03-04,18.48,Clothing
T100125,C10020,2026-04-10,371.67,Books
T105350,C10817,2025-09-07,21.16,Groceries
T101296,C10207,2026-05-31,24.05,Clothing
T101976,C10301,2025-11-19,370.9,Clothing
T105933,C10898,2025-09-10,53.15,Groceries
T105886,C10894,2025-07-13,40.16,Clothing
T102075,C10318,2025-06-11,37.59,Groceries
T104580,C10702,2026-05-03,87.97,Groceries
T106209,C10943,2025-08-11,164.85,Electronics
T103086,C10474,2025-12-22,61.83,Electronics
T105693,C10865,2025-09-11,57.17,Clothing
T103345,C10514,2025-11-12,365.5,Clothing
T105865,C10892,2026-02-28,65.91,Books
T102797,C10430,2025-08-13,125.78,Electronics
T100918,C10140,2025-10-05,238.16,Home & Kitchen
T101646,C10256,2026-03-29,53.61,Books
T105122,C10781,2026-04-08,29.74,Electronics
T105126,C10783,2026-01-09,75.89,Electronics
T104978,C10768,2025-06-02,290.53,Groceries
T105431,C10832,2025-09-28,58.92,Books
T104621,C10708,2025-06-03,124.72,Clothing
T100364,C10046,2025-07-16,91.49,Clothing
T103287,C10503,2025-12-27,96.89,Clothing
T102125,C10325,2026-04-04,363.75,Clothing
